File Reference,Title,RO,Department,Start Date,End Date,PI Name,PI Surname,Tech Product,Type of Tech Product,Open Source?,Description,Year First Provided,Impact,URL
EP/K005863/1,ENACT - Efficient non-linear Aeroelasticity Computations under Uncertainty,Queen's University of Belfast,,2013-07-31,2014-12-31,Simao,Marques,"Efficient, High-Fidelity Aeroelastic Solver",Software,No,"During this project a novel technique to predict fluid-structure periodic instabilities was created. The new software includes a CFD (Computational Fluid Dynamics) analysis module, a FEM (Finite Element Model) module. This is complemented by our new numerical technique to accelerate fluid-structure interactions by several orders of magnitude.",2014,Significant acceleration of fluid-structure periodic instabilities prediction; ability to predict aero-structural instabilities at transonic Mach numbers efficiently and reliably.,http://qub.ac.uk/research-centres/caero/Research/AeroelasticComputationsunderUncertainty/#d.en.394310
EP/K00588X/1,Fundamental Study of Cavitation Melt Processing: Opening the Way to Treating Large Volumes (UltraMelt),University of Greenwich,,2013-03-04,2016-04-29,Koulis,Pericleous,PHYSICA,Software,No,Multi-physics software product used in most projects featured in my portfolio,Pre-2006,"Continuously developing software used as an essential tool in most Industrial, EU or Research Council projects carried out by my team. Used under license by ArcelorMittal and Xstrata/Glencore",http://www2.gre.ac.uk/about/faculty/ach/research/centres/cmrg/services/software/physica
EP/K00607X/1,MaSI3: A Massively Scalable Intelligent Information Infrastructure,University of Oxford,,2013-01-01,2017-12-31,Boris,Motik,RDFox,Software,Yes,RDFox is a highly scalable in-memory RDF triple store that supports shared memory parallel datalog reasoning. It is a cross-platform software written in C++ that comes with a Java wrapper allowing for an easy integration with any Java-based solution.,2014,"There is a growing community of uses of this system, and companies such as EDF Energy in France are already using the system in a research setting. We hope to find industrial partners to license the system.",http://www.cs.ox.ac.uk/isg/tools/RDFox/
EP/K006940/1,Plasma turbulence in complex environments,University of York,,2013-03-31,2015-03-30,Benjamin,Dudson,BOUT++ neutral gas models,Software,Yes,"Neutral gas plays a crucial role in understanding the behaviour of the edge region of magnetically confined plasmas, such as plasmas. Interactions between hot plasma and neutral gas modify heat and particle fluxes to the walls of the machine, a critical issue for future fusion power plants, and can affect plasma dynamics by modifying sources and sinks of particles and energy. Until now there has been little work done on incorporating neutral gas physics into plasma turbulence codes. We have implemented two different models for neutral gas into BOUT++: A kinetic (particle-following) model by coupling to the EIRENE monte-carlo code, and a fluid model for neutrals which is less accurate, but also less computationally demanding.",2014,This development is now producing some of the first studies of the effect of neutral gas on turbulence in the edge of tokamak devices.,
EP/K00705X/1,Engineering Biological Science - Processes and Systems for Haematopoietic Stem Cell Based Therapy Manufacture,Loughborough University,,2013-09-30,2018-09-29,Robert,Thomas,StemCellCAD,Software,No,"This is a software package that allows conceptual description and linking of the dynamics of species in a system. It is tailored for advanced cell human cell cultures so includes common behaviours such as growth, decay, promotion, inhibition amongst others and enables specification of common arising dynamic phenomena such as feedback loops. The software allows data fitting to described models and sensitivity analysis.",2016,Models of a range of industrial and academic culture systems that have defined further experimental work and identified mechanistic behaviours and operational risks. Outputs in preparation.,
EP/K007521/1,Multivariate Bayesian Modelling of Skewness and Kurtosis With Applications in Biostatistics,University of Warwick,,2013-03-01,2016-02-29,Mark,Steel,R-package 'DTP',Software,Yes,"Density, distribution function, quantile function and random generation for the double two piece
distribution with 3 parameterizations: two-piece (tp), epsilon-skew (eps), and inverse scale factors
(isf).",2014,No notable impacts yet. Some downloads and interest.,https://sites.google.com/site/fjavierrubio67/DTP_1.0.zip?attredirects=0&amp;d=1
EP/K007521/1,Multivariate Bayesian Modelling of Skewness and Kurtosis With Applications in Biostatistics,University of Warwick,,2013-03-01,2016-02-29,Mark,Steel,R-package 'two-piece',Software,Yes,"Density, distribution function, quantile function and random generation for the 3-parameter two
piece distribution with 3 parameterizations: two-piece (tp), epsilon-skew (eps), and inverse scale
factors (isf).",2014,No notable impacts yet. Some downloads and interest.,https://sites.google.com/site/fjavierrubio67/twopiece_1.0.zip?attredirects=0&amp;d=1
EP/K007521/1,Multivariate Bayesian Modelling of Skewness and Kurtosis With Applications in Biostatistics,University of Warwick,,2013-03-01,2016-02-29,Mark,Steel,R-package TPSAS,Software,Yes,"This package implements the density function, distribution function, quantile function, and random number generation for the TP SAS.",2014,Some downloads and interest. Too early for notable impact.,https://sites.google.com/site/fjavierrubio67/TPSAS_1.0.tar.gz?attredirects=0&amp;d=1
EP/K00915X/1,Centre for Sustainable Road Freight Transport,University of Cambridge,,2012-12-01,2017-11-30,David,Cebon,SRF Optimiser,Webtool/Application,,"SRF Optimiser is a web-based decision support tool that calculates GHG emissions, energy consumption and costs associated with a company's road freight transport operation. It models the effects of 29 carbon-reducing measures, the tool assesses the GHG, energy and cost implications of a range of technologies and management practices that can be applied to a transport fleet.",2015,Enables vehicle fleet owners to reduce fuel consumption and CO2 emissions,http://www.csrf.ac.uk/srf-optimiser-2/
EP/K00915X/1,Centre for Sustainable Road Freight Transport,University of Cambridge,,2012-12-01,2017-11-30,David,Cebon,Aerodynamic modifications to heavy goods vehicles,New/Improved Technique/Technology,,A package of aerodynamic improvements that can be implemented on a heavy goods vehicle to provide a reduction in fuel consumption.,2014,"This package has been trialed by industrial partners and shown to provide a 7% reduction in fuel consumption for highway operations.  The package is manufactured by a UK trailer manufacturer and is currently being implemented by two major UK fleets.  An estimated 50 vehicles have been fitted with this modification so far, with a rapidly increasing take-up.",http://www.csrf.ac.uk/wp-content/uploads/2016/02/Waitrose-case-study-v3_sg.pdf
EP/K00915X/1,Centre for Sustainable Road Freight Transport,University of Cambridge,,2012-12-01,2017-11-30,David,Cebon,Prototype urban delivery trailer,New/Improved Technique/Technology,,"A prototype urban semitrailer was developed with steered rear wheels and a hydraulic regenerative braking system.  This vehicle is much more maneuverable than conventional rigid delivery vehicles and therefore it can be have a significantly higher payload capacity.  This gives a reduction in fuel usage per freight task of up to 30%.  for start-stop operations in urban environments, the regenerative braking system can save up to 20% of fuel.  The combination of these two technologies in a single semi trailer gives the potential to reduce fuel consumption by approximately 40% compared with conventional urban delivery vehicles.",2015,This vehicle has the potential to reduce fuel consumption by approximately 40% compared with conventional urban delivery vehicles.,http://www.csrf.ac.uk/project/low-energy-b2b-delivery-vehicles-2/
EP/K009362/1,Bayesian Inference for Big Data with Stochastic Gradient Markov Chain Monte Carlo,University of Oxford,,2013-08-01,2016-07-31,Yee,Teh,Stochastic Gradient Riemannian Langevin Dynamics,Software,Yes,The Python code implements the stochastic gradient Riemannian Langevin dynamics (SGRLD) algorithm presented in the paper &amp;quot;Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex&amp;quot; by Sam Patterson and Yee Whye Teh at NIPS 2013.,2013,Our software was released as research software (rather than production software) for transparency and to help the research community build on and make use of our EPSRC funded work.  We have not noticed notable impacts besides other researchers using our software and citing our work.,https://github.com/BigBayes/SGRLD
EP/K009362/1,Bayesian Inference for Big Data with Stochastic Gradient Markov Chain Monte Carlo,University of Oxford,,2013-08-01,2016-07-31,Yee,Teh,Sampling via Moment Sharing (SMS),Software,Yes,Method for performing Markov chain Monte Carlo in a distributed networked setting.  Development software based on MATLAB for research purposes only.,2014,None.,https://github.com/BigBayes/SMS
EP/K009362/1,Bayesian Inference for Big Data with Stochastic Gradient Markov Chain Monte Carlo,University of Oxford,,2013-08-01,2016-07-31,Yee,Teh,Expectation Particle Belief Propagation (EPBP),Software,,Research software for approximate Bayesian inference in graphical models based on EPBP (Lienart NIPS 2015).  Software written in Julia.,2015,None.,https://github.com/tlienart/EPBP
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,Bela Audio Platform,Software,Yes,"Bela (formerly called BeagleRT) is an ultra-low-latency real-time audio platform for the BeagleBone Black embedded computer. It can be used to build musical instruments, including the D-Box hackable musical instrument developed for the EPSRC Hackable Instruments project. The software is of particular interest to audio and music researchers, especially those building real-time systems.
With less than 1ms of latency between action and sound, Bela performs faster than any other computer-based environment on the market, including high-spec laptops. It also features audio-rate sampling of every analog and digital input which makes design of sensor systems convenient. In 2015, a built-in browser-based IDE was added along with support for the Pure Data graphical computer music language widely used in the digital music community.",2014,"Bela has gained significant traction amongst researchers, musicians and hobbyists in the 2014-16 period. 
On 29 February 2016, we launched a Kickstarter crowdfunding campaign for Bela, seeking £5k to build and distribute the hardware. We exceeded our funding goal in less than 4 hours (out of a 32-day campaign) and as of one week later, we have raised more than £31k with over three weeks remaining. So far there are 320 backers of the campaign, and we have received invitations to collaborate from major academic institutions (IRCAM in France, STEIM in the Netherlands) and industry (ROLI, who are interested in supporting their JUCE environment).
Meanwhile, since 2014 we have held 10+ workshops on Bela and/or the D-Box instrument including 2 workshops at the Sonar music festival, a workshop at the NIME 2015 conference (Baton Rouge, LA, USA), an Audio Music Hackathon sponsored by Harman Audio, and an Accessible Music Hackathon with the charity Drake Music (held at QMUL). At this point (excluding the Kickstarter campaign) roughly 30 people in Europe and North America (majority researchers, some industry members, some musicians) have bought Bela hardware from us.",http://bela.io
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,SoundBite Application for iTunes,Webtool/Application,,"SoundBite is the quickest and easiest way to create great-sounding playlists in iTunes. Once installed, SoundBite will get to know your music collection and when it's done, you're ready to create playlists to suit your mood with just a couple of mouse clicks! This updated version of the SoundBite app for iTunes works with the new Mac Operating Systems. The technology is now again accessible to many potential desktop users.",2014,"From a commercial perspective, the app provides a slick demonstrator for potential investors without the overhead of digging deep into mobile platforms. The app was presented during Queen Mary University of London's School of Elec. Eng. and Computer Sc. Research Showcase (3 April 2014) which attracted a lot of visitors including many industrials. The app raised the interest of our partners Omniphone and Abbey Road Studios we collaborate with on research projects. We demonstrated the app to Rocket Music, a company founded by Elton John, and are currently in discussion with them to create a new digital music product.
From a pedagogical perspective, the SoundBite app represents a useful way to introduce UG and PG students to some of the Music Information Retrieval technologies developed by Queen Mary University of London.",http://www.isophonics.net/LatestMacVersion
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,Accessible Peak Level plugin,Software,Yes,"Peak level meters, along with other components which rely on the sense of sight for their use, are inherently inaccessible to people living visual impairments. Our AccessiblePeakMeter is the first plug-in which makes these previously inaccessible meters completely accessible. It uses real-time sonification to deliver information to the user about audio levels and peaks in audio signals, and so supports core activities in audio production.
The AccessiblePeakMeter comes as a VST, AU or AAX plug-in, two of the main industry standards for the deployment of digital audio effects into professional DAWs (e.g. Cakewalk Sonar, Cockos Reaper, Ableton Live). The plug-in can be run on both Windows (32/64) and Mac platforms and it is free for download and completely open source.
It is released under the Cokos WDL license, which in short means you can alter it and redistribute it freely, even without providing the source code of your derivative work.
",2015,"AccessiblePeakMeter (http://depic.eecs.qmul.ac.uk/apm/downloads.html#download) received the Best Solution by a Large Organization award in the AT&amp;amp;T and New York University Connect Ability Challenge, a global software competition for software technologies that improve the lives of people living with disabilities. The winner were announced on Sunday July 26 2015, the day of the 25th anniversary of the Americans with Disabilities Act.
AccessiblePeakMeter was also featured in the issue 19 of the Computer Science for Fun magazine, which explains the AccessiblePeakMeter in a bright, simple and effective way.
AccessiblePeakMeter was shortlisted for QM Public Engagement Award 2015.",http://depic.eecs.qmul.ac.uk/apm/
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,Accessible Spectrum Analyser,Software,Yes,"AccessibleSpectrumAnalyser is a real time spectrum analysis plug-in that allows visual impaired users to inspect spectrograms using the same sonification as the accessible peak meter. Instead of monitoring the amplitude of the audio signal though, you will be monitoring the frequency components of the signal within a customizable selection of frequencies.
It is released under the Cokos WDL license, which in short means you can alter it and redistribute it freely, even without providing the source code of your derivative work.
",2015,"AccessibleSpectrumAnalyser is a real time spectrum analysis plug-in that allows visual impaired users to inspect spectrograms using the same sonification as the accessible peak meter. Instead of monitoring the amplitude of the audio signal though, you will be monitoring the frequency components of the signal within a customizable selection of frequencies.
",http://depic.eecs.qmul.ac.uk/apm/spectrum.html
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,iOS Crossmodal memory game: ShapeTones,Software,No,"ShapeTones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of the screen trigger different ShapeTones. The game starts with 3 ShapeTones. As the game evolves, more ShapeTones become available. When a new ShapeTone is added, a trial screen is shown to demonstrate where each ShapeTone is triggered. Some surprises happen along the way. As a one player game, the sequence is created automatically. As a two player game, one player creates the sequence, passes the device to the other player, who tries to repeat it. They then swap the roles.


""hapeTones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of the screen trigger different ShapeTones. The game starts with 3 ShapeTones. As the game evolves, more ShapeTones become available. When a new ShapeTone is added, a trial screen is shown to demonstrate where each ShapeTone is triggered. Some surprises happen along the way. As a one player game, the sequence is created automatically. As a two player game, one player creates the seq""apeTones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of the screen trigger different ShapeTones. The game starts with 3 ShapeTones. As the game evolves, more ShapeTones become available. When a new ShapeTone is added, a trial screen is shown to demonstrate where each ShapeTone is triggered. Some surprises happen along the way. As a one pla""peTones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of the screen trigger different ShapeTones. The game starts with 3 ShapeTones. As the game evolves, more ShapeTones become available. When a new ShapeTone is added, a trial screen is shown to ""eTones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of the screen trigger different ShapeTones. The game starts with 3 ShapeTones. As the game evolve""Tones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tones ("ShapeTones") is played, and the player tries to reproduce it. Tapping different areas of ""ones is an audiovisual memory game for iOS (iPhone/iPad). A sequence of 3 shapes and tone",2015,Not currently known.,http://depic.eecs.qmul.ac.uk/?q=shapetones
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,OpenFrameworks Add-on for gesture to envelope converter,Software,Yes,"ofxEnveloper is an openFrameworks addon that converts gestures into an envelope type of graphical information, by recognising inflection points from the gesture. Thresholds for horizontal and vertical lines can also be defined. It is particularly aimed for animation and sound applications, and for use with drawing surfaces (such as Wacom tablets or touchscreen interfaces).
Possible uses:
1	audio effect or EQ envelopes;
2	animation curves;
3	creation/manipulation of audio and/or visual sequences;
4	arpeggiators.
Compatibility: openFrameworks 0.9.0
It is released under the Cokos WDL license, which in short means you can alter it and redistribute it freely, even without providing the source code of your derivative work.
",2015,Not known.,http://depic.eecs.qmul.ac.uk/?q=ofxenveloper
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,Isophonics triple store for music metadata,Software,,"Software is being developed to port company-specific data structures into more generic formats accepted by relevant research groups, mostly via the use of widely accepted Semantic Web (RDF) ontologies.
A triple store of audio track metadata is under development, which has SPARQL endpoints at:
http://138.37.95.193:8080/openrdf-workbench/repositories/iso-rec/query
http://138.37.95.193:8080/openrdf-sesame/repositories/iso-rec?query 
(requires authentication, and urls subject to change in the future)
",2015,"It is expected that the project will help to inform decisions regarding how to store, process and share metadata and feature data from licensed audio collections.
The project supports ongoing development of a Proof of Concept mobile app which creates playlists and music recommendations by interacting with a server back end.
Development of server middleware which utilizes the SPARQL endpoint rather than a company-specific database is ongoing. Using the SPARQL endpoint will enable the Proof of Concept mobile app (see 12) to access audio feature data from multiple collections, rather than the single collection used to date.",
EP/K009559/1,Platform Grant: Digital Music,Queen Mary University of London (QMUL),,2013-01-21,2018-01-20,Mark,Sandler,MixRights: Fair Trade Music Ecosystem,Webtool/Application,,"This application is based on international MPEG standards for achieving interoperability such as IM AF format for interactive music services (remixing, Karaoke &amp; collaborative music creation) and MVCO ontology for IP rights tracking aims to enable both a rich user experience and a royalties fair and transparent music ecosystem. 
",2016,"No  notable impact yet. However, our work on MPEG-A: Interactive Music Application Format (IM AF) has inspired not only commercial products such as STEMS by Native Instruments but also artists such as Emilio Molina Martínez (ES),  Tracy Redhead (AU) &amp; Imogen Heap (UK) releasing raw music material (i.e., multi-track audio, lyrics, album cover and credits) suitable for IM AF encoding.",https://code.soundsoftware.ac.uk/projects/mpegdevelopments
EP/K009907/1,Verification of Concurrent and Higher-Order Recursive Programs,"Royal Holloway, University of London",,2013-05-01,2018-04-30,Matthew,Hague,C-SHORe,Software,Yes,"The tool performs reachability analysis of higher-order recursion schemes and collapsible pushdown systems, which are a model of higher-order programs.",2013,"The tool was the first to implement an automata based approach to the verification of higher-order recursion schemes.  It also was the first to use a &amp;quot;saturation&amp;quot; method.  The tool showed that this approach is competitive with existing approaches and inspired a further tool (HORSAT) to be produced by Naoki Kobayashi's group in Tokyo, using similar techniques.",http://cshore.cs.rhul.ac.uk
EP/K009907/1,Verification of Concurrent and Higher-Order Recursive Programs,"Royal Holloway, University of London",,2013-05-01,2018-04-30,Matthew,Hague,TreePed,Software,,"A tool implenting an algorithm for identifying redundant CSS rules in HTML5 applications.  Provides a complete interface for the underlying program model, but only a rudimentary translation from jQuery programs.",2015,Research tool.,https://bitbucket.org/TreePed/treeped
EP/K009923/1,Empirical Modelling of Business Process Patterns with Ontologies,Brunel University,,2013-06-18,2016-09-17,Sergio,de Cesare,EMBO Ontology viewer/editor (prototype),Software,Yes,The software tool allows a user to edit and view ontological models grounded in the BORO foundational ontology.,2016,The research is not finished yet. It is still a prototype and it has not been released publicly. It is currently being used for th project's experiments. Once fully tested and completed it will be released in the public domain as open-source software.,http://emboeditor.herokuapp.com/
EP/K009923/1,Empirical Modelling of Business Process Patterns with Ontologies,Brunel University,,2013-06-18,2016-09-17,Sergio,de Cesare,Ontology extraction tool,Software,No,The software is aimed at semi-automatically extracting ontological models from business process textual representations.,2016,The research is not finished yet. It is still a prototype and it has not been released publicly. It is currently being used for th project's experiments. Once fully tested and completed it will be released in the public domain as open-source software.,
EP/K009923/1,Empirical Modelling of Business Process Patterns with Ontologies,Brunel University,,2013-06-18,2016-09-17,Sergio,de Cesare,EMBO Taxonomy Builder,Software,Yes,The software automatically creates taxonomies from previously developed business process graph repositories by measuring semantic similarity between nodes in an ontology represented as a graph.,2015,It can/will be used within business process recommendation systems.,
EP/K009923/1,Empirical Modelling of Business Process Patterns with Ontologies,Brunel University,,2013-06-18,2016-09-17,Sergio,de Cesare,EMBO Recommendation Tool (prototype),Software,Yes,This tool allows users to search a business process knowledge database and provides pattern recommendations for the development of new business process models.,2016,The tool is still at a prototype and will be distributed among commercial partners once it is fully developed.,
EP/K01000X/1,Efficient Algorithms for Mechanism Design Without Monetary Transfer,University of Liverpool,,2013-06-01,2016-05-31,Piotr,Krysta,Kidney exchange web applications,Webtool/Application,,"These websites find optimal solutions to kidney exchange problems.  See:
http://kidney.optimalmatching.com
http://toolkit.optimalmatching.com
http://www.dcs.gla.ac.uk/~jamest/weighted-toolkit/#/input",2015,Algorithms that feature in these web applications are used by NHS Blood and Transplant for quarterly matching runs of the National Living Donor Kidney Sharing Schemes.,http://kidney.optimalmatching.com
EP/K010042/1,Efficient Algorithms for Mechanism Design Without Monetary Transfer,University of Glasgow,,2013-06-06,2016-06-05,David,Manlove,Kidney exchange web applications,Webtool/Application,,"These websites find optimal solutions to kidney exchange problems.  See:
http://kidney.optimalmatching.com
http://toolkit.optimalmatching.com
http://www.dcs.gla.ac.uk/~jamest/weighted-toolkit/#/input",2015,Algorithms that feature in these web applications are used by NHS Blood and Transplant for quarterly matching runs of the National Living Donor Kidney Sharing Schemes.,http://kidney.optimalmatching.com
EP/K010360/1,Water Engineering: Membrane fouling for low energy advanced wastewater treatment,Cranfield University,,2013-01-21,2014-01-20,Ewan,McAdam,Relfected light fluorescence direct visual observation (RLF-DVO),New/Improved Technique/Technology,,"The new methodology outlined provides enhanced resolution over previous direct observation methods by enabling direct measurement of sub-micron particles in real time, and in-situ, whilst these particles undergo direct membrane filtration",2014,We are now actively engaged with a major Chemical manufacturer who is seeking to commercialise the RLF-DVO technology for use in their on-line chemical dosing control loop to significantly enhance responsiveness and control of chemical dosing - immediately for the water industry although their is significant interest for adaptation to other industrial fields where fouling of both static and convective surface fouling present limiting phenomena,
EP/K011413/1,Disruptive Solidification Microstructures via Thermoelectric Control,University of Greenwich,,2013-02-01,2016-07-31,Koulis,Pericleous,PHYSICA,Software,No,Multi-physics software product used in most projects featured in my portfolio,Pre-2006,"Continuously developing software used as an essential tool in most Industrial, EU or Research Council projects carried out by my team. Used under license by ArcelorMittal and Xstrata/Glencore",http://www2.gre.ac.uk/about/faculty/ach/research/centres/cmrg/services/software/physica
EP/K011413/1,Disruptive Solidification Microstructures via Thermoelectric Control,University of Greenwich,,2013-02-01,2016-07-31,Koulis,Pericleous,TESA,Software,No,Enthalpy-based phase tracking code for microstructure simulations including the effects of convection and thermoelectric currents,2015,"Collaboration with North Western University, China, under a Royal Soc. Exchange visit
Collaboration with Helmholtz Zentrum Dresden Rossendorf (HZDR) 
Collaboration with Alabama University
",
EP/K011499/1,Scalable Automatic Verification of GPU Kernels,Imperial College London (ICL),,2013-06-30,2014-06-29,Alastair,Donaldson,GPUVerify,Software,Yes,A static verification tool for GPU kernels,2013,"The tool has been used by ARM, Imagination Technologies, and has received interest from other partners.",http://multicore.doc.ic.ac.uk/tools/GPUVerify/
EP/K011685/1,Biocatalytic Nanolithography: Nanofabrication of High Chemical Complexity Surfaces,University of Manchester,,2013-02-01,2015-01-31,Lu Shin,Wong,AFM Multiprobe Alignment Software,"Systems, Materials &amp; Instrumental Engineering",,"This is software enables the automated alignment of multiprobe arrays on scanning probe microscope systems, which enables reproducible nanolithography by these instruments.",2015,The software has been marketed by UMIP. See URL link below.,http://www.click2go.umip.com/i/software/Biomedical_Software/afm.html
EP/K011979/1,"SAVVIE: Staying alive in variable, intermittent, low-power environments",University of Bristol,,2013-02-20,2016-08-19,Bernard,Stark,Wireless development platform,Physical Model/Kit,,Power quilt that has been configured as an educational kit for game developers and developers of wirelessly powered medical sensors.,2016,This is yet to be transferred to interested parties and shown to the public.,
EP/K012304/1,3rd Party Dematerialisation and Rematerialisation of Capital,Brunel University,,2013-06-10,2015-04-13,Mark,Perry,Peer-to-peer financial service design,New/Improved Technique/Technology,,Early stage probe/prototyping of novel financial services.,2015,"Currently being considered for candidate adoption by partner organisations (Bristol Pound CIC, and Zopa Ltd.)",https://digitalintermediarytoolkit.wordpress.com/design-concept-storyboards/
EP/K012312/1,GoodDeeds: Digitally engaging & empowering employees for energy demand reduction,De Montfort University,,2013-03-04,2014-09-03,Richard,Bull,NUS Energy Dashboard,Webtool/Application,,A web-app energy dashboard - this taking energy data from a sample of EU Universities and presenting the electricity meter readings in a 'dashboard format' - this is too be used as the engagement tool for the National Union of Student's highly successful Student Switch off campaign.,2014,"Universities participating in the Student Switch-Off Campaign are having to install automatic meter readings via SMART meters. Whilst there is a only a sample of EU Universities at present this still equates to: 
8% average reduction of electricity usage, compared to baseline year, across
participating dormitories
• 4.23GWh electricity-savings (1,902CO2e / 364toe) achieved, compared to baseline
year, across participating dormitories, over both academic years
• 3,773 students (15% of those in dormitories) living in participating dormitories
recruited as energy champions each academic year. 7,547 students (30%) engage with
the project each academic year
• Quantifiable behaviour change delivered in students, with 10% swings on target
behaviours (e.g. students switching off the lights when not in use) between surveys. 90%
of students state they have carried forward the energy-saving habits learnt in the project
into private accommodation once they have left dormitories
• 2.85GWh estimated energy savings (1,284tCO2e/year / 245 toe) from students
carrying forward their energy-saving habits into private accommodation
• Project continues to expand on a self-funded basis, reaching 257,805 students in six
European countries by Sept 2016",https://switchoff.nus.org.uk
EP/K012428/1,SHARE-IT: School-Home Research Environment through Intelligent Technologies,Institute of Education,,2013-02-01,2014-07-31,Kaska,Porayska-Pomsta,SHARE-IT platform,Software,No,The SHARE-IT platform is Unity 3D based games engine allowing to implement a variety of different learning activities.  It contains an autonomous agent architecture able to drive the behaviours of an animated character.  Part of the software contains proprietary code which for research use is offered free of charge by SHARE-IT's industrial partner (Tandemis Ltd).,2014,SHARE-IT achieved a quality of implementation that makes it fit for use as the basis for a number of different applications.  It is currently trialed in India as part of a project aimed to ascertain its cross-cultural viability as well as the computer platform for a neuroscientific intervention aimed to support primary school children in learning counterintuitive concepts in mathematics and science.,
EP/K012479/1,Towards Data-Driven Environmental Policy Design,University of Nottingham,,2013-05-01,2015-04-30,Christian,Wagner,Online data analysis tool based for environmental planning,Webtool/Application,,"A web-based tool was developed that enables the capture of qualitative and quantitative data and the generation of decision support outputs (e.g., sensitivity analyses) in the context of environmental management. The data analysis was/is used and evaluated by the project partners in Western Australia for real world use cases.  
Note: access to the tool is currently reserved to project members only.",2013,The notable impacts resulting from the application of the software is the generation of real-world applicable decision support outputs which directly inform the current draft planning documents for a number of Western Australian recovery catchments.,http://ritweb.cloudapp.net:8080/ritweb_project/
EP/K012509/1,Digital Green Doors,University of Bristol,,2013-02-01,2015-03-31,Chris,Preist,South Wiltshire Green Doors app release,Software,,"This is the third iteration of the Greendoors app, and was further improved for this deployment.
Beneficiaries: Residents of South Wiltshire (primarily around the city of Salisbury)",2014,"The use of this app in a rural rather than urban environment further allowed the research team to investigate its benefits and limitations, while also introducing the technology to a new audience.",https://greendoors.cs.bris.ac.uk/
EP/K012509/1,Digital Green Doors,University of Bristol,,2013-02-01,2015-03-31,Chris,Preist,Bristol Green Doors 2014 app release,Software,,"The fourth and final release of the Greendoors app contained all of the given functions (maps, routes, scan and save, favourites), and worked the best of all prototypes tested.",2014,"The final version of the app allowed for continuity to be examined between users of Greendoors 2013 and Greendoors 2014, e.g. did familiarity with the app encourage a larger number of downloads or more indepth use?",https://greendoors.cs.bris.ac.uk/
EP/K012509/1,Digital Green Doors,University of Bristol,,2013-02-01,2015-03-31,Chris,Preist,Frome Open Homes app release,Software,,"Smart-phone, tablet and web-based app to widen participation released, based on learnings from Bristol Green Doors 2013 results.
App used at Frome Open Homes event allowed residents to visit open homes displaying energy efficient measures and sharing retrofit experiences. Residents scanned QR codes and received personalised reports based on their particular interests and visits undertaken. This facilitated community learning around energy efficiency.  
Additional features in this version included routes, a more intuitive interface, and a method of obtaining live reports about retrofitting measures.",2014,"This version of the app was greatly improved from the first iteration, and the creation of live reports allowed users to get the information they requested in a more timely fashion.",https://greendoors.cs.bris.ac.uk/
EP/K012509/1,Digital Green Doors,University of Bristol,,2013-02-01,2015-03-31,Chris,Preist,Bristol Green Doors 2013 app release,Software,,"App released for use at Bristol Green Doors weekend, 28-29 Sept 2013, including QR code generation of personalised reports. 
App used at Bristol Green Doors event allowed residents to visit open homes displaying energy efficient measures and sharing retrofit experiences. Residents scanned QR codes and received personalised reports based on their particular interests and visits undertaken. This facilitated community learning around energy efficiency.
Beneficiaries: Residents of Bristol
Contribution Method: Research explored user interaction with the technology 'in the wild' and existing barriers to retrofit uptake through green deal, etc. This allowed use of digital technology to facilitate the overcoming of both informational and social barriers.",2013,"Users of the Greendoors app were able to access additional information about retrofitting measures, thereby making the research process much easier.",https://greendoors.cs.bris.ac.uk/
